gastropholis prasina,159,3FDVG,species,,"NE Tanzania (Tanga, Amani, Kiono Forest), SE Kenya",Tanzania,Tanzania,
lanthanotus borneensis,160,3S7W2,species,,"Indonesia (Borneo: W Kalimantan), Malaysia (Sarawak)",Indonesia,"Indonesia, Malaysia",
varanus hapturosaurus sp,161,7FG77,Genus Matched. Species not found,,,No Valid Country Found,No Valid Country Found,varanus hapturosaurus sp
varanus albigularis microstictus,162,7J5QT,subspecies,,"Namibia, Botswana, Republic of South Africa, Swaziland, Zimbabwe, Mozambique, Zambia, Angola, Tanzania,S Ethiopia, S Somalia, Kenya, Uganda, S Democratic Republic of the Congo (Zaire)",Namibia,"Namibia, Botswana, Zimbabwe, Mozambique, Zambia, Angola, Tanzania, Ethiopia, Kenya, Uganda",
varanus auffenbergi,163,7FGCC,species,,Indonesia (Roti Island),Indonesia,Indonesia,
varanus beccarii,164,7FGF3,species,,Aru Islands (Indonesia),Indonesia,Indonesia,
varanus cumingi,165,7FGDM,species,,"Philippines (Mindanao, Camiguin Sur etc.)",Philippines,Philippines,
varanus doreanus,166,7FGDZ,species,,"New Britain Island, Bismarck Archipelago, Australia (Queensland: Cape York peninsula)",Australia,Australia,
varanus dumerilii,167,7FGDW,species,,"Peninsular Thailand, Myanmar (= Burma), West Malaysia,",Myanmar,Myanmar,
varanus exanthematicus,168,7FGDT,species,,"Mauritania, Senegal, Gambia, Guinea-Bissau, Guinea (Conakry), Sierra Leone, Liberia, Mali, Ivory Coast, Burkina Faso, Ghana, Togo, Benin, Niger, Nigeria, Chad, Cameroon, Central African Republic, Sudan (Jumhūriyyat), Republic of South Sudan (RSS), Ethiopia, Eritrea, Kenya, Uganda, N Democratic Republic of the Congo (Zaire), Zimbabwe",Mauritania,"Mauritania, Senegal, Gambia, Guinea, Liberia, Mali, Ivory Coast, Ghana, Benin, Niger, Nigeria, Chad, Central African Republic, Sudan, Ethiopia, Eritrea, Kenya, Uganda, Zimbabwe",
varanus finschi,169,7FFVF,species,,"New Guinea, New Ireland [Bismarck Archipelago], Numpuur (= Numfur), Australia (N Queensland)",Australia,Australia,
varanus giganteus,170,7FG7D,species,,"Australia (Northern Territory, Queensland, South Australia, Western Australia)",Australia,Australia,
varanus glauerti,171,7FFVB,species,,"Indonesia (Timor), Australia (N Western Australia, N Northern Territory)",Indonesia,"Indonesia, Australia",
varanus indicus,172,7FG7H,species,,"Australia (Northern Territory, Queensland)",Australia,Australia,
varanus jobiensis,173,7FFW7,species,,"N New Guinea, Papua New Guinea (northern Province: S slope Mt. Victory, 9.2424°S, 149.1350°E, 320 m asl.; Port Moresby), Indonesia (Irian Jaya)",Papua New Guinea,"Papua New Guinea, Indonesia",
varanus komodoensis,174,7FFW5,species,,"Komodo, Padar, Rintja, Flores, Lesser Sunda region of Indonesia",Indonesia,Indonesia,
varanus kordensis,175,7FG7T,species,,"Indonesia (Schouten Group as Kordo, Mysore), Irian Jaya",Indonesia,Indonesia,
varanus macraei,176,7FFW3,species,,Indonesia (Batanta Island),Indonesia,Indonesia,
varanus melinus,177,7FFW2,species,,"Obi Is., Sula Is. (Indonesia)",Indonesia,Indonesia,
varanus mertensi,178,7FG7Q,species,,"Australia (Northern Territory, Queensland, Western Australia)",Australia,Australia,
varanus nebulosus,179,7FG7P,species,,"S Myanmar (= Burma), Thailand, Cambodia, S Vietnam, Singapore, Malayan peninsula (incl. Pulau Tioman) and Java, Indonesia (Java, Riau Archipelago: Pulau Kundur, Pulau Combol)",Thailand,"Thailand, Cambodia, Vietnam, Singapore, Indonesia",
varanus niloticus,180,7FG7Z,species,,"Republic of South Africa (Eastern Cape etc.), Swaziland, Namibia, Botswana, Tanzania, Mozambique, Zimbabwe, Zambia, Angola, Malawi, Tanzania, Gabon, W/N/S Democratic Republic of the Congo (Zaire), Kenya, Uganda, Cameroon, Central African Republic, Ethiopia, Eritrea, Somalia, Sudan (Jumhūriyyat), Republic of South Sudan (RSS), Chad, Egypt, Liberia, Ivory Coast, Ghana, Togo, Benin, Burkina Faso, Niger, Nigeria, Mali, Mauritania, Senegal, Gambia (HÅKANSSON 1981), Guinea (Conakry)",Namibia,"Namibia, Botswana, Tanzania, Mozambique, Zimbabwe, Zambia, Angola, Tanzania, Gabon, Kenya, Uganda, Central African Republic, Ethiopia, Eritrea, Somalia, Sudan, Chad, Egypt, Liberia, Ivory Coast, Ghana, Benin, Niger, Nigeria, Mali, Mauritania, Senegal, Gambia, Guinea",
varanus nuchalis,181,7FFVY,species,,"Philippines (Cebu, Ticao, Negros, Panay and Masbate, Philippines);",Philippines,"Philippines, Philippines",
varanus obor,182,7FG7Y,species,,Indonesia (N Moluccas: Sanana),Indonesia,Indonesia,
varanus olivaceus,183,7FG7X,species,,"Philippines (S Luzon, Polillo), Catanduanes Islands, elevation max. 400 m.",Philippines,Philippines,
varanus panoptes,184,7FG6D,species,,"Australia (Northern Territory, Western Australia),",Australia,Australia,
varanus prasinus,185,7FG6L,species,,"Australia (Queensland) ?, Papua New Guinea",Australia,"Australia, Papua New Guinea",
varanus reisingeri,186,7FFV5,species,,Indonesia (Misol),Indonesia,Indonesia,
varanus rudicollis,187,7FG75,species,,"S Burma (= Myanmar), S Thailand, W Malaysia (incl. Penang), Rhio Archipelago, Indonesia (Sumatra, Bangka, Borneo), Philippines ?",Myanmar,"Myanmar, Indonesia, Philippines",
varanus salvadorii,188,7FG6S,species,,Indonesia (Irian Jaya),Indonesia,Indonesia,
varanus salvator,189,7FG74,species,,"Sri Lanka, NE India (incl. Assam, Mizoram, Tripura, Nicobar Islands, Andaman Islands), Nepal, Bangladesh, Myanmar (= Burma), Cambodia, Laos, Vietnam, S China (Hong Kong, Guangdong, Hainan, Guangxi, S Yunnan), Thailand (incl. Phuket), Malaysia  (incl. Pulau Pangkor, Pulau Tioman, Johor: Pulau Besar), Singapore, Indonesia (Borneo, Sumatra, Nias, Enggano, Bangka, Kalimantan, Java, Bali, Lombok, Sumbawa, Flores, Wetar, Sulawesi),",Sri Lanka,"Sri Lanka, India, Nepal, Bangladesh, Myanmar, Cambodia, Laos, Vietnam, China, Hong Kong, Thailand, Malaysia, Singapore, Indonesia",
varanus salvator komaini,190,8FSHN,subspecies,,,No Valid Country Found,No Valid Country Found,
varanus salvator celebensis,191,8SCT6,subspecies,,"Sri Lanka, NE India (incl. Assam, Mizoram, Tripura, Nicobar Islands, Andaman Islands), Nepal, Bangladesh, Myanmar (= Burma), Cambodia, Laos, Vietnam, S China (Hong Kong, Guangdong, Hainan, Guangxi, S Yunnan), Thailand (incl. Phuket), Malaysia  (incl. Pulau Pangkor, Pulau Tioman, Johor: Pulau Besar), Singapore, Indonesia (Borneo, Sumatra, Nias, Enggano, Bangka, Kalimantan, Java, Bali, Lombok, Sumbawa, Flores, Wetar, Sulawesi),",Sri Lanka,"Sri Lanka, India, Nepal, Bangladesh, Myanmar, Cambodia, Laos, Vietnam, China, Hong Kong, Thailand, Malaysia, Singapore, Indonesia",
varanus spenceri,192,7FG6Y,species,,"Australia (E Northern Territory, NW Queensland)",Australia,Australia,
varanus odatriatristis,193,7FG77,Genus Matched. Species not found,,,No Valid Country Found,No Valid Country Found,varanus odatriatristis
varanus varius,194,7FG9C,species,,"Australia (New South Wales, Queensland, South Australia, Victoria)",Australia,Australia,
varanus yuwonoi,195,7FG9P,species,,Indonesia (Halmahera Island),Indonesia,Indonesia,
varanus spp,196,7FG77,Genus Matched. Species not found,,,No Valid Country Found,No Valid Country Found,varanus spp
varanus spp,197,7FG77,Genus Matched. Species not found,,,No Valid Country Found,No Valid Country Found,varanus spp
varanus bengalensis,198,7FGF9,species,,"SE Iran, Afghanistan, Pakistan, N India (Assam, Himachal Pradesh, Jammu and Kashmir, Madhya Pradesh, Tamil Nadu, Gujarat, Mizoram , Maharashtra, Kerala, etc.), Bhutan, Nepal, Sri Lanka, Bangladesh, Myanmar (= Burma), Thailand (incl. Phuket), N Vietnam, Laos, Cambodia, W Malaysia, Pulau Tioman, Indonesia (Java), China (Yunnan)",Iran,"Iran, Afghanistan, Pakistan, Bhutan, Nepal, Sri Lanka, Bangladesh, Myanmar, Thailand, Laos, Cambodia, Indonesia, China",
shinisaurus crocodilurus,199,4X4PH,species,,"China (Guangxi, Guangdong, Guizhou, Hunan), NE Vietnam (Quang Ninh Province)",China,"China, Vietnam",
bellatorias frerei,200,5WGNN,species,,"Australia (New South Wales, Queensland), Papua New Guinea.",Australia,"Australia, Papua New Guinea",
corucia zebrata,201,6B64B,species,,Papua New Guinea: Solomon Islands,Papua New Guinea,Papua New Guinea,
egernia sp,202,632MD,Genus Matched. Species not found,,,No Valid Country Found,No Valid Country Found,egernia sp
eutropis multifasciata,203,6HKDH,species,,"From India (Assam, Mizoram, Tripura), Bangladesh to S China (Hainan, Yunnan), Taiwan,",India,"India, Taiwan",
scincus scincus,204,4VK6R,species,,"Tunisia, Algeria, SE Libya, Egypt, Sinai, Israel, Jordan, Yemen, , Bahrain, Kuwait, Iraq, Iran, Western Sahara ?, Mauritania ?, Senegal, Mali, Niger, Nigeria, Saudi Arabia, C Sudan (Jumhūriyyat)",Tunisia,"Tunisia, Algeria, Libya, Egypt, Israel, Jordan, Yemen, Bahrain, Kuwait, Iraq, Iran, Western Sahara, Mauritania, Senegal, Niger, Nigeria, Saudi Arabia",
tiliqua multifasciata,205,56WZM,species,,"Australia (Northern Territory, Queensland, South Australia, Western Australia, New South Wales)",Australia,Australia,
tiliqua spp,206,56WZ2,Genus Matched. Species not found,,,No Valid Country Found,No Valid Country Found,tiliqua spp
tiliqua occipitalis,207,56WZS,species,,"Australia (New South Wales, Northern Territory, Queensland, South Australia, Victoria, Western Australia)",Australia,Australia,
tiliqua rugosa sspp,208,56X25,species,,"Australia (S Western Australia, S South Australia, Victoria, New South Wales except coastal areas, S/C Queensland)",Australia,Australia,
tiliqua scincoides,209,56X27,species,,"Australia (New South Wales, Northern Territory, Queensland, SE South Australia, Victoria, NW Western Australia)",Australia,Australia,
tiliqua scincoides chimaerea,210,5F87P,subspecies,,"Australia (New South Wales, Northern Territory, Queensland, SE South Australia, Victoria, NW Western Australia)",Australia,Australia,
tiliqua scincoides intermedia,211,5F87R,subspecies,,"Australia (New South Wales, Northern Territory, Queensland, SE South Australia, Victoria, NW Western Australia)",Australia,Australia,
tiliqua scincoides scincoides,212,5F87S,subspecies,,"Australia (New South Wales, Northern Territory, Queensland, SE South Australia, Victoria, NW Western Australia)",Australia,Australia,
tiliqua sp,213,56WZ2,Genus Matched. Species not found,,,No Valid Country Found,No Valid Country Found,tiliqua sp
tribolonotus gracilis,214,586C5,species,,"Papua New Guinea, Admirality Islands (Manus; may be in error fide MYS 1988: 148)",Papua New Guinea,Papua New Guinea,
salvator merianae,215,6XFSD,species,,"Brazil (Amazonas, Rio Grande do Sul, Goias, Minas Gerais, Espírito Santo, Ceará, Bahia, Rio de Janeiro, Sergipe, Piauí, São Paulo, Rio Grande do Norte, Pernambuco, Paraíba), Uruguay, Bolivia (Santa Cruz), Paraguay, Argentina (Formosa, Corrientes)",Brazil,"Brazil, Uruguay, Bolivia, Argentina",
salvator rufescens,216,79FSD,species,,"W Argentina (Chaco, La Rioja, San Juan [HR 31: 185], Mendoza, Córdoba, San Luis, La Pampa), Paraguay, Bolivia (Beni, Santa Cruz, Tarija)",No Valid Country Found,No Valid Country Found,
salvator sp,217,7BZZ,Genus Matched. Species not found,,,No Valid Country Found,No Valid Country Found,salvator sp
ameiva ameiva,218,CQKP,species,,"Colombia (incl. Valle del Cauca, Chocó), Surinam, French Guiana, Guyana, Venezuela (Trujillo, Cojedes), Brazil (Acre, Amazonas, Bahia, Paraná [HR 27: 216], Minas Gerais, Goias, Pernambuco, Espírito Santo, Ceará, Mato Grosso, Sergipe, Rio de Janeiro, Piauí, Rio Grande do Norte), Bolivia (Beni, Cochabamba, La Paz, Pando, Santa Cruz, Tarija), Ecuador, Peru, Argentina (Salta, Jujuy, Santiago del Estero, Formosa, Chaco, Corrientes, Danta Fe, Entre Ríos), Paraguay.",Colombia,"Colombia, Guyana, Venezuela, Brazil, Ecuador, Peru, Argentina",
stenocercus fimbriatus,219,4ZWJS,species,,"Brazil (Amazonas, Acre), Peru (eastern slopes of the Andes, Junin  [HR 35: 188])",Brazil,"Brazil, Peru",
myocastor coypus,220,6RRQT,species,,Africa,No Valid Country Found,No Valid Country Found,
acrantophis madagascariensis,221,64MBG,species,,"N Madagascar, Nossi Be = Nosy Bé",No Valid Country Found,No Valid Country Found,
sanzinia madagascariensis,222,6XK7P,species,,"E Madagascar, Nossi Be = Nosy Bé",No Valid Country Found,No Valid Country Found,
boa constrictor constrictor,223,5DNKL,subspecies,,"Mexico (Tamaulipas, Quéretaro, Veracruz, Puebla, Jalisco, Hidalgo), Belize, Guatemala, Honduras, El Salvador, Nicaragua, Costa Rica, Panama,",Mexico,"Mexico, Belize, Guatemala, Honduras, El Salvador, Nicaragua, Costa Rica, Panama",
boa constrictor imperator,224,M7TX,species,,"Mexico (Tamaulipas, Quéretaro, Veracruz, Puebla, Jalisco, Hidalgo), Belize, Guatemala, Honduras, El Salvador, Nicaragua, Costa Rica, Panama,",Mexico,"Mexico, Belize, Guatemala, Honduras, El Salvador, Nicaragua, Costa Rica, Panama",
boa constrictor imperator,225,M7TX,species,,"Mexico (Tamaulipas, Quéretaro, Veracruz, Puebla, Jalisco, Hidalgo), Belize, Guatemala, Honduras, El Salvador, Nicaragua, Costa Rica, Panama,",Mexico,"Mexico, Belize, Guatemala, Honduras, El Salvador, Nicaragua, Costa Rica, Panama",
boa constrictor ssp,226,M7TX,species,,"Mexico (Tamaulipas, Quéretaro, Veracruz, Puebla, Jalisco, Hidalgo), Belize, Guatemala, Honduras, El Salvador, Nicaragua, Costa Rica, Panama,",Mexico,"Mexico, Belize, Guatemala, Honduras, El Salvador, Nicaragua, Costa Rica, Panama",
candoia aspera,227,QLMV,species,,"New Guinea (Admirality I, Bismarck Archipelago), Manus, Molucca Islands, Indonesia (West Papua)",Indonesia,Indonesia,
corallus caninus,228,5ZZDV,species,,"Guyana, Suriname, French Guiana, E/S Venezuela (Bolívar, Amazonas), NE Brazil (north of the Rio Amazonas and north and east of the Rio Negro: Amapá, Pará, Roraima, Amazonas); elevation 0-200 m.",Brazil,Brazil,
corallus caninus,229,5ZZDV,species,,"Guyana, Suriname, French Guiana, E/S Venezuela (Bolívar, Amazonas), NE Brazil (north of the Rio Amazonas and north and east of the Rio Negro: Amapá, Pará, Roraima, Amazonas); elevation 0-200 m.",Brazil,Brazil,
corallus batesii,230,5ZZD9,species,,"Brazil (Amazonas, Pará), Peru, Bolivia, Ecuador, Colombia; elevation 0-1000 m",Brazil,"Brazil, Peru, Bolivia, Ecuador, Colombia",
corallus hortulana,231,5ZZFH,species,,"S Colombia (east of the Andes), S Venezuela, Guyana, Suriname, French Guiana, Brazil (Amazonas, Bahia, Sergipe, Ceará, Rio de Janeiro, Espirito Santo, Minas Gerais, DF, Piauí, Acre, Pará, Pernambuco), Ecuador, Peru, Bolivia; Windward Islands.",Guyana,"Guyana, Suriname, Brazil, Ecuador, Peru, Bolivia",
epicrates cenchria,232,6FQT3,species,,"French Guiana, Suriname, Guyana,",Suriname,"Suriname, Guyana",
epicrates maurus,233,5H4W9,species,,,No Valid Country Found,No Valid Country Found,
eryx sp,234,3BG9J,Genus Matched. Species not found,,,No Valid Country Found,No Valid Country Found,eryx sp
eryx jhonii,235,3BG9J,Genus Matched. Species not found,,,No Valid Country Found,No Valid Country Found,eryx jhonii
eunectes murinus,236,6GYDR,species,,"Venezuela, Colombia, Brazil (Goias, Bahia, Sergipe, Ceara, Piauí etc.), Ecuador, E Paraguay, N Bolivia, NE Peru, Guyana, French Guiana, Trinidad",Venezuela,"Venezuela, Colombia, Brazil, Ecuador, Guyana",
eunectes notaeus,237,6GYDP,species,,"Bolivia, Paraguay, Uruguay, W Brazil (Mato Grosso, Mato Grosso do Sul, Rio Grande do Sul, Paraná [HR 27: 216], São Paulo), NE Argentina (Chaco, Corrientes, Entre Rios, Formosa, Misiones, Santa Fé, Corrientes, Santiago del Estero).",Bolivia,"Bolivia, Uruguay",
eunectes sp,238,4G38,Genus Matched. Species not found,,,No Valid Country Found,No Valid Country Found,eunectes sp
gongylophis colubrinus,239,8HZDC,Genus Matched. Species not found,,,No Valid Country Found,No Valid Country Found,gongylophis colubrinus
boiga dendrophila,240,5WNGW,species,,"Indonesia (Bangka, Belitung, Borneo, Java, Bali, Sulawesi, Riau Archipelago, Sumatra); Cambodia, Myanmar,",Indonesia,"Indonesia, Cambodia, Myanmar",
coelognathus radiatus,241,WRWM,species,,"Indonesia (Sumatra, Bangka, Borneo/Kalimantan, Java, Bali),",Indonesia,Indonesia,
coelognathus helena,242,WRWF,species,,"Sri Lanka, India (Gujarat, Himachal Pradesh, Jammu and Kashmir, Kerala, Tamil Nadu, Karnataka, Andhra Pradesh, Madhya Pradesh, Chhattisgarh, Orissa, Maharashtra (Pune (=Poona) district) [A. Captain, pers. comm.], Rajasthan), Pakistan (Sind) ?, Nepal, Bangladesh",Sri Lanka,"Sri Lanka, India, Pakistan, Nepal, Bangladesh",
elaphe schrenckii,243,38YMM,species,,"Russia (Amur River Basin of Siberia, Primorskiy Territory),",Russia,Russia,
gonyosoma oxycephalum,244,3GZWS,species,,"Indonesia (Bangka, Belitung, Java, Bali, Kalimantan, Borneo, Karimata, Legundi, Lombok, Mentawai Archipelago, Natuna Archipelago, Nias, Panaitan, Riau Archipelago, Sebuku, Sumatra, Tambelan Archipelago),",Indonesia,Indonesia,
gonyosoma boulengeri,245,6L2GC,species,,"N Vietnam (Ha Tinh, Vinh-Phu, Bac-Thai, Yen-Bai, Phu Yen, Quang Binh),",No Valid Country Found,No Valid Country Found,
heterodon sp,246,9JKMY,Genus Matched. Species not found,,,No Valid Country Found,No Valid Country Found,heterodon sp
heterodon kennerlyi,247,3L994,species,,"USA (S Texas, S New Mexico, S Arizona), Mexico (Coahuila, Aguascalientes, San Luis Potosí, Nuevo León, Tamaulipas, Durango, Jalisco).",Mexico,Mexico,
heterodon nasicus gloydi,248,89HW4,subspecies,,,No Valid Country Found,No Valid Country Found,
heterodon nasicus,249,3L997,species,,"Canada (Manitoba, Alberta, Saskatchewan),",Canada,Canada,
heterodon platirhinos,250,3L99B,species,,"SE Canada (Ontario),",Canada,Canada,
heterodon simus,251,3L99H,species,,"USA (S Mississippi, S Alabama, Georgia, Florida, South Carolina, SE North Carolina, Virginia)",Georgia,Georgia,
xenodon pulcher,252,7G8HM,species,,"SW Brazil (Mato Grosso do Sul), E Bolivia, S Paraguay,",Brazil,Brazil,
lampropeltis californiae,253,3S4VF,species,,"USA (California, S. Oregon, W/S Nevada, S Utah, Arizona",No Valid Country Found,No Valid Country Found,
lampropeltis holbrooki,254,3S4VR,species,,"USA (S Iowa, Missouri, Arkansas, Louisiana, Mississippi, Alabama, Oklahoma; isolated record in NW Kentucky. Intergrades with splendida from Nebraska to Texas)",No Valid Country Found,No Valid Country Found,
lampropeltis getula nigrita,255,5J8ZR,subspecies,,,No Valid Country Found,No Valid Country Found,
lampropeltis alterna,256,3S4V8,species,,"Mexico (Transpecos, Durango, N Zacatecas, Coahuila, Chihuahua),",Mexico,Mexico,
lampropeltis sp,257,62XJG,Genus Matched. Species not found,,,No Valid Country Found,No Valid Country Found,lampropeltis sp
lampropeltis triangulum sp,258,3S4WF,species,,"Canada (Ontario, S Quebec),",Canada,Canada,
lycodon sp,259,5HKD,Genus Matched. Species not found,,,No Valid Country Found,No Valid Country Found,lycodon sp
oligodon arnensis,260,74KQX,species,,"Sri Lanka, India (Kerala, Tamil Nadu, Karnataka, Andhra Pradesh, Gujarat, Madhya Pradesh, Uttar Pradesh, Himachal Pradesh, Jammu and Kashmir, Maharashtra, Uttarakhand, Punjab [Dino Aulakh, pers. comm.]), Pakistan, Nepal, Bhutan",Sri Lanka,"Sri Lanka, India, Pakistan, Nepal, Bhutan",
oligodon sp,261,67NX,Genus Matched. Species not found,,,No Valid Country Found,No Valid Country Found,oligodon sp
oreocryptophis porphyraceus coxi,262,7HMVF,subspecies,,"India (Darjeling, Sikkim, Assam, Arunachal Pradesh [A. Captain, pers. comm.], Mizoram),  Bhutan,",India,"India, Bhutan",
oreocryptophis porphyraceus laticinctus,263,7HMVG,subspecies,,"India (Darjeling, Sikkim, Assam, Arunachal Pradesh [A. Captain, pers. comm.], Mizoram),  Bhutan,",India,"India, Bhutan",
oreocryptophis porphyraceus porphyraceus,264,7HMVH,subspecies,,"India (Darjeling, Sikkim, Assam, Arunachal Pradesh [A. Captain, pers. comm.], Mizoram),  Bhutan,",India,"India, Bhutan",
oreocryptophis porphyraceus pulchra,265,7HN7H,subspecies,,"India (Darjeling, Sikkim, Assam, Arunachal Pradesh [A. Captain, pers. comm.], Mizoram),  Bhutan,",India,"India, Bhutan",
oreocryptophis porphyraceus ssp,266,74SSV,species,,"India (Darjeling, Sikkim, Assam, Arunachal Pradesh [A. Captain, pers. comm.], Mizoram),  Bhutan,",India,"India, Bhutan",
pantherophis guttatus,267,75LTS,species,,"USA (Arkansas, Mississippi, Alabama, South Carolina, North Carolina, Kentucky, Tennessee, Nebraska, Virginia, Maryland, Delaware, West Virginia, New Jersey, Florida, Texas, Louisiana, Georgia),",Georgia,Georgia,
pantherophis obsoletus lindheimeri,268,4CGYF,species,,"C/E USA (SE Nebraska, E Kansas, Oklahoma, E Texas, SE Minnesota, S/E Iowa, Missouri, Arkansas, Louisiana, Mississippi, Florida, Georgia, Alabama, South Carolina, North Carolina, Kentucky, Virginia, West Virginia, Indiana, Ohio, Maryland, Delaware, New Jersey, New York, Connecticut, Massachusetts, S Michigan, W Vermont, Pennsylvania),",Georgia,Georgia,
pantherophis,269,6DBX,genus,,,No Valid Country Found,No Valid Country Found,
lamprophis fuliginosus,270,8J72G,species,,,No Valid Country Found,No Valid Country Found,
ptyas mucosa,271,4Q9PH,species,,"Afghanistan, Bangladesh, Burma (Myanmar), Cambodia,",Afghanistan,"Afghanistan, Bangladesh, Myanmar, Cambodia",
acanthophis sp,272,MBB,Genus Matched. Species not found,,,No Valid Country Found,No Valid Country Found,acanthophis sp
bungarus flaviceps,273,68RYW,species,,"S Thailand, S Myanmar (= Burma), Cambodia, Vietnam,",Cambodia,"Cambodia, Vietnam",
dendroaspis polylepis,274,34M6Q,species,,"Angola, Botswana, Burkina Faso, Central African Republic, Eritrea, Senegal, Guinea (Conakry), Guinea-Bissau, Cameroon (Adamaoua [HR 35: 191]), Ethiopia, Ivory Coast, Kenya, Malawi, Mozambique, Namibia, Republic of South Africa (Eastern Cape etc.), Somalia, Swaziland, Tanzania, Uganda, N/S Democratic Republic of the Congo (Zaire), Zambia, Zimbabwe, Republic of South Sudan (RSS), Sudan (Jumhūriyyat)",Angola,"Angola, Botswana, Eritrea, Senegal, Guinea, Ethiopia, Ivory Coast, Kenya, Mozambique, Namibia, Somalia, Tanzania, Uganda, Zambia, Zimbabwe, Sudan",
naja kaouthia,275,45KX4,species,,"Bangladesh, Myanmar (= Burma), Cambodia, NE India (Uttar Pradesh, Bihar, Sikkim, Assam, West Bengal, Orissa, Tripura, Mizoram), Bhutan, Laos, N Malaysia,",Bangladesh,"Bangladesh, Myanmar, Cambodia, India, Bhutan, Laos",
naja kaouthia suphanensis,276,7KCF2,subspecies,,,No Valid Country Found,No Valid Country Found,
naja melanoleuca,277,45KXC,species,,"Nigeria, Cameroon, Central African Republic, Equatorial Guinea, Gabon, Republic of Congo (Brazzaville), Democratic Republic of the Congo (Kinshasa) (Zaire), N Angola, Rwanda, Republic of South Sudan (RSS)",Nigeria,"Nigeria, Central African Republic, Equatorial Guinea, Rwanda",
naja naja,278,45KXG,species,,"Pakistan, India (throughout most of the country, incl. Madhya Pradesh, Assam, Tamil Nadu, Punjab,  [Dino Aulakh, pers. comm.], Maharashtra, Kerala, Gujarat, Jammu and Kashmir), Sri Lanka, Bangladesh, Nepal, Bhutan, E Afghanistan (?)",Pakistan,"Pakistan, India, Sri Lanka, Bangladesh, Nepal, Bhutan, Afghanistan",
naja nivea,279,45KXQ,species,,"C/S Namibia, SW Botswana, W Republic of South Africa, Lesotho",No Valid Country Found,No Valid Country Found,
naja pallida,280,45KXW,species,,"Ethiopia, Somalia, Kenya, Tanzania, Republic of South Sudan (RSS)",Ethiopia,"Ethiopia, Somalia, Kenya, Tanzania",
naja samarensis,281,45KY2,species,,"Philippines (Bohol, Camiguin Sur, Dinagat, Leyte, Mindanao: Agusan del Norte, Bukidnon, Davao del Sur, Lanao, Misamis Occidental, South Cotabato, Zamboanga City; Samar)",Philippines,Philippines,
naja siamensis,282,45KY4,species,,"Thailand, Cambodia, S Vietnam, Laos",Thailand,"Thailand, Cambodia, Vietnam, Laos",
ophiophagus hannah,283,74Q7K,species,,"Bangladesh, Myanmar (= Burma), Cambodia,",Bangladesh,"Bangladesh, Myanmar, Cambodia",
,284,,name not found,,,No Valid Country Found,No Valid Country Found,
hybrid,285,,genus not found,,,No Valid Country Found,No Valid Country Found,hybrid
hybrid,286,,genus not found,,,No Valid Country Found,No Valid Country Found,hybrid
hybrid,287,,genus not found,,,No Valid Country Found,No Valid Country Found,hybrid
hybrid,288,,genus not found,,,No Valid Country Found,No Valid Country Found,hybrid
aspidites melanocephalus,289,5W59Q,species,,"Australia (Northern Territory, Queensland, Western Australia)",Australia,Australia,
leiopython albertisii,290,88HXK,species,,"Papua New Guinea (Bismarck Archipelago, Normanby Island [M. Lagerqvist, pers. comm.]; Milne Bay Province: S end Sewa Bay, 10.03858°S, 150.97345°E, 54 m elevation; Northern Province: SW slope Mt. Trafalgar, 9.2238°S, 149.1561°E, 187 m elevation [Kraus 2013]), Australia (northern islands of Torres Strait), Indonesia (Salawati, Biak, New Guinea: Irian Jaya)",Papua New Guinea,"Papua New Guinea, Australia, Indonesia",
liasis mackloti savuensis,291,7GZNB,subspecies,,"Indonesia (Savu = Sawoe, Samoa, Alor, Roti, Semau = Samao, Timor, Wetar, Irian Jaya), Timor-Leste,",Indonesia,Indonesia,
malayopython reticulatus,292,3XMDC,species,,"Indonesia (Ambon, Anambas Islands, Babi, Bacan = Batjan, Bali ?, Banda Besar, Bangka, Bankak, Belitung, Boano, Borneo, Buru, Butung, Enggano, Flores, Halmahera, Haruku, Java, Kalimantan, Krakatau, Lang, Lombok, Mentawai Archipelago, Natuna Archipelago, Nias, Obira, Riau Archipelago, Saparua, Seram; Simeulue, Sula Archipelago, Sulawesi, Sumatra, Sumba, Sumbawa, Tanimbar, Ternate, Timor, Verlate, We); Timor-Leste,",Indonesia,Indonesia,
morelia spilota,293,6RPMC,species,,"New Guinea,",No Valid Country Found,No Valid Country Found,
morelia viridis,294,44CWG,species,,"Indonesia (Aru I, Irian Jaya), Papua New Guinea, Island of Gag, Australia (NE Cape York Peninsula of Queensland)",Indonesia,"Indonesia, Papua New Guinea, Australia",
python bivittatus,295,4QY48,species,,"SE Nepal, India (Mizoram, Arunachal Pradesh [A. Captain, pers. Comm.], Uttar Pradesh), S Bhutan, Bangladesh, Myanmar, Thailand, Laos, Cambodia, Vietnam (Hoa Binh), S China (S Yunnan east to Fujian, incl. Hainan and Hong Kong; Sichuan, Guangxi, Guangdong), Indonesia (Java, Bali, Sulawesi).",India,"India, Bangladesh, Myanmar, Thailand, Laos, Cambodia, Vietnam, Hong Kong, Indonesia",
python brongersmai,296,78Q68,species,,"Sumatra, Thailand (Grossmann & Tillack 2001), Vietnam, W Malaysia",Vietnam,Vietnam,
python breitensteini,297,4QY4D,species,,"Indonesia (Borneo: Kalimantan), Malaysia (East Malaysia: Sabah, Sarawak); Singapore",Indonesia,"Indonesia, Malaysia, Singapore",
