Kind,Kind2,Kind3,Kind4,Common Name,Common name2,Common name3,Common Name Common name2 Common name3,Bi or Trinomial Name,Sp Short Name,Kingdom,Phylum,Class,Order,Infraorder,Clade,Sub Order,Superfamily,Family,Sub family,Tribe,Genus,Sub Genus,Species,Sub species 1,Sub Species 2,Prior binomial name,Kind > Kind2 Kind3,"Genus > Species > 
 > Sub species 1","Common Name
 > Bi or Trinomial Name",Code1,Code2,Code3,,,,,,,,Original Order,Cleaned Name,Taxon ID,Match Level,Error,dwc:taxonID,Unmatched Names
Chelonian (Testudines),Turtle,,,Florida Softshell,,,Florida Softshell  ,Apalone ferox,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Apalone,,ferox,,,,Chelonian (Testudines) > Turtle,Apalone > ferox,"Florida Softshell
 > Apalone ferox",CHTUR,,,,,,,,,,53,apalone ferox,F6QN,species,,F6QN,
Chelonian (Testudines),Turtle,,,fly river Turtle,,,fly river Turtle  ,Carettochelys insculpta,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Carettochelys,,insculpta,,,,Chelonian (Testudines) > Turtle,Carettochelys > insculpta,"fly river Turtle
 > Carettochelys insculpta",CHTUR,FLYRV,,,,,,,,,54,carettochelys insculpta,R7VH,species,,R7VH,
Chelonian (Testudines),Turtle,,,snake- necked turtle,,,snake- necked turtle  ,Chelodina longicollis,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Chelodina,,longicollis,,,,Chelonian (Testudines) > Turtle,Chelodina > longicollis,"snake- necked turtle
 > Chelodina longicollis",CHTUR,,,,,,,,,,55,chelodina longicollis,5XQY4,species,,5XQY4,
Chelonian (Testudines),Turtle,,,Mata Mata Turtle,,,Mata Mata Turtle  ,Chelus fimbriata,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Chelus,,fimbriata,,,,Chelonian (Testudines) > Turtle,Chelus > fimbriata,"Mata Mata Turtle
 > Chelus fimbriata",CHTUR,,,,,,,,,,56,chelus fimbriata,87WF9,species,,87WF9,
Chelonian (Testudines),Turtle,,,Chinese Stripe-Necked Turtle,,,Chinese Stripe-Necked Turtle  ,Chelydra serpentina,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Chelydra,,serpentina,,,,Chelonian (Testudines) > Turtle,Chelydra > serpentina,"Chinese Stripe-Necked Turtle
 > Chelydra serpentina",CHTUR,,,,,,,,,,57,chelydra serpentina,TWRZ,species,,TWRZ,
Chelonian (Testudines),Turtle,,,Common Snapping Turtle,,,Common Snapping Turtle  ,Chelydra serpentina,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Chelydra,,serpentina,,,,Chelonian (Testudines) > Turtle,Chelydra > serpentina,"Common Snapping Turtle
 > Chelydra serpentina",CHTUR,,,,,,,,,,58,chelydra serpentina,TWRZ,species,,TWRZ,
Chelonian (Testudines),Turtle,,,Western Painted turtle,,,Western Painted turtle  ,Chrysemys picta,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Chrysemys,,picta,,,,Chelonian (Testudines) > Turtle,Chrysemys > picta,"Western Painted turtle
 > Chrysemys picta",CHTUR,,,,,,,,,,59,chrysemys picta,5YKRV,species,,5YKRV,
Chelonian (Testudines),Turtle,,,Spotted Turtle,,,Spotted Turtle  ,Clemmys guttata,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Clemmys,,guttata,,,,Chelonian (Testudines) > Turtle,Clemmys > guttata,"Spotted Turtle
 > Clemmys guttata",CHTUR,,,,,,,,,,60,clemmys guttata,VYSQ,species,,VYSQ,
Chelonian (Testudines),Turtle,,,Amboina Box Turtle,,,Amboina Box Turtle  ,Cuora amboinensis,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Cuora,,amboinensis,,,,Chelonian (Testudines) > Turtle,Cuora > amboinensis,"Amboina Box Turtle
 > Cuora amboinensis",CHTUR,,,,,,,,,,61,cuora amboinensis,6BRNN,species,,6BRNN,
Chelonian (Testudines),Turtle,,,Bourrets box turtle,,,Bourrets box turtle  ,Cuora bourreti,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Cuora,,bourreti,,,,Chelonian (Testudines) > Turtle,Cuora > bourreti,"Bourrets box turtle
 > Cuora bourreti",CHTUR,,,,,,,,,,62,cuora bourreti,6C3PB,species,,6C3PB,
Chelonian (Testudines),Turtle,,,Chinese box turtle,,,Chinese box turtle  ,Cuora flavomarginata,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Cuora,,flavomarginata,,,,Chelonian (Testudines) > Turtle,Cuora > flavomarginata,"Chinese box turtle
 > Cuora flavomarginata",CHTUR,,,,,,,,,,63,cuora flavomarginata,6BRPF,species,,6BRPF,
Chelonian (Testudines),Turtle,,,Flower back box turtule,,,Flower back box turtule  ,Cuora galbinifrons,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Cuora,,galbinifrons,,,,Chelonian (Testudines) > Turtle,Cuora > galbinifrons,"Flower back box turtule
 > Cuora galbinifrons",CHTUR,,,,,,,,,,64,cuora galbinifrons,6C3PF,species,,6C3PF,
Chelonian (Testudines),Turtle,,,Keeled box turtle,,,Keeled box turtle  ,Cuora mouhotii,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Cuora,,mouhotii,,,,Chelonian (Testudines) > Turtle,Cuora > mouhotii,"Keeled box turtle
 > Cuora mouhotii",CHTUR,,,,,,,,,,65,cuora mouhotii,6BRPH,species,,6BRPH,
Chelonian (Testudines),Turtle,,,Golden Coin Turtle,,,Golden Coin Turtle  ,Cuora trifasciata,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Cuora,,trifasciata,,,,Chelonian (Testudines) > Turtle,Cuora > trifasciata,"Golden Coin Turtle
 > Cuora trifasciata",CHTUR,,,,,,,,,,66,cuora trifasciata,6BRP4,species,,6BRP4,
Chelonian (Testudines),Turtle,,,Short neck turtle,,,Short neck turtle  ,Emydura macquarii,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Emydura,,macquarii,,,,Chelonian (Testudines) > Turtle,Emydura > macquarii,"Short neck turtle
 > Emydura macquarii",CHTUR,,,,,,,,,,67,emydura macquarii,39LSX,species,,39LSX,
Chelonian (Testudines),Turtle,,,Pink-bellied Side-necked Turtle,,,Pink-bellied Side-necked Turtle  ,Emydura subglobosa,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Emydura,,subglobosa,,,,Chelonian (Testudines) > Turtle,Emydura > subglobosa,"Pink-bellied Side-necked Turtle
 > Emydura subglobosa",CHTUR,,,,,,,,,,68,emydura subglobosa,39LT7,species,,39LT7,
Chelonian (Testudines),Turtle,,,Japnese leaf turtle,,,Japnese leaf turtle  ,Geoemyda japonica,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Geoemyda,,japonica,,,,Chelonian (Testudines) > Turtle,Geoemyda > japonica,"Japnese leaf turtle
 > Geoemyda japonica",CHTUR,,,,,,,,,,69,geoemyda japonica,3FPPM,species,,3FPPM,
Chelonian (Testudines),Turtle,,,Northern Map Turtle,,,Northern Map Turtle  ,Graptemys geographica,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Graptemys,,geographica,,,,Chelonian (Testudines) > Turtle,Graptemys > geographica,"Northern Map Turtle
 > Graptemys geographica",CHTUR,,,,,,,,,,70,graptemys geographica,6L57F,species,,6L57F,
Chelonian (Testudines),Turtle,,,Mississippi Map Turtle,,,Mississippi Map Turtle  ,Graptemys pseudogeographica kohni,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Graptemys,,pseudogeographica,kohni,,,Chelonian (Testudines) > Turtle,"Graptemys > pseudogeographica > 
 > kohni","Mississippi Map Turtle
 > Graptemys pseudogeographica kohni",CHTUR,,,,,,,,,,71,graptemys pseudogeographica kohni,6KT7C,species,,6KT7C,
Chelonian (Testudines),Turtle,,,Yellow headed Temple turtle,,,Yellow headed Temple turtle  ,Heosemys annandalii,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Heosemys,,annandalii,,,,Chelonian (Testudines) > Turtle,Heosemys > annandalii,"Yellow headed Temple turtle
 > Heosemys annandalii",CHTUR,,,,,,,,,,72,heosemys annandalii,3KVX7,species,,3KVX7,
Chelonian (Testudines),Turtle,,,Tabasco mud turtle,,,Tabasco mud turtle  ,Kinosternon acutum,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Kinosternon,,acutum,,,,Chelonian (Testudines) > Turtle,Kinosternon > acutum,"Tabasco mud turtle
 > Kinosternon acutum",CHTUR,,,,,,,,,,73,kinosternon acutum,3R85R,species,,3R85R,
Chelonian (Testudines),Turtle,,,White liped Mud turtle,,,White liped Mud turtle  ,Kinosternon leucostomum,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Kinosternon,,leucostomum,,,,Chelonian (Testudines) > Turtle,Kinosternon > leucostomum,"White liped Mud turtle
 > Kinosternon leucostomum",CHTUR,,,,,,,,,,74,kinosternon leucostomum,3R86F,species,,3R86F,
Chelonian (Testudines),Turtle,,,Sulawesi Forest Turtle,,,Sulawesi Forest Turtle  ,Leucocephalon yuwonoi,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Leucocephalon,,yuwonoi,,,,Chelonian (Testudines) > Turtle,Leucocephalon > yuwonoi,"Sulawesi Forest Turtle
 > Leucocephalon yuwonoi",CHTUR,,,,,,,,,,75,leucocephalon yuwonoi,6PTMR,species,,6PTMR,
Chelonian (Testudines),Turtle,,,Alligator Snapping Turtle,,,Alligator Snapping Turtle  ,Macrochelys temminckii,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Macrochelys,,temminckii,,,,Chelonian (Testudines) > Turtle,Macrochelys > temminckii,"Alligator Snapping Turtle
 > Macrochelys temminckii",CHTUR,,,,,,,,,,76,macrochelys temminckii,3X3WY,species,,3X3WY,
Chelonian (Testudines),Turtle,,,Diamondback Terrapin,,,Diamondback Terrapin  ,Malaclemys terrapin,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Malaclemys,,terrapin,,,,Chelonian (Testudines) > Turtle,Malaclemys > terrapin,"Diamondback Terrapin
 > Malaclemys terrapin",CHTUR,,,,,,,,,,77,malaclemys terrapin,3XKD4,species,,3XKD4,
Chelonian (Testudines),Turtle,,,Vietnamese pond turtle,,,Vietnamese pond turtle  ,Mauremys annamensis,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Mauremys,,annamensis,,,,Chelonian (Testudines) > Turtle,Mauremys > annamensis,"Vietnamese pond turtle
 > Mauremys annamensis",CHTUR,,,,,,,,,,78,mauremys annamensis,3YFW6,species,,3YFW6,
Chelonian (Testudines),Turtle,,,Japanese pond turtle,,,Japanese pond turtle  ,Mauremys japonica,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Mauremys,,japonica,,,,Chelonian (Testudines) > Turtle,Mauremys > japonica,"Japanese pond turtle
 > Mauremys japonica",CHTUR,,,,,,,,,,79,mauremys japonica,3YFWC,species,,3YFWC,
Chelonian (Testudines),Turtle,,,Chinese Pond turtle,,,Chinese Pond turtle  ,Mauremys reevesii,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Mauremys,,reevesii,,,,Chelonian (Testudines) > Turtle,Mauremys > reevesii,"Chinese Pond turtle
 > Mauremys reevesii",CHTUR,,,,,,,,,,80,mauremys reevesii,3YFWL,species,,3YFWL,
Chelonian (Testudines),Turtle,,,Chinese Softshell turtule,,,Chinese Softshell turtule  ,Pelodiscus sinensis,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Pelodiscus,,sinensis,,,,Chelonian (Testudines) > Turtle,Pelodiscus > sinensis,"Chinese Softshell turtule
 > Pelodiscus sinensis",CHTUR,,,,,,,,,,81,pelodiscus sinensis,76CTF,species,,76CTF,
Chelonian (Testudines),Turtle,,,African Helmeted Turtle,,,African Helmeted Turtle  ,Pelomedusa subrufa,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Pelomedusa,,subrufa,,,,Chelonian (Testudines) > Turtle,Pelomedusa > subrufa,"African Helmeted Turtle
 > Pelomedusa subrufa",CHTUR,,,,,,,,,,82,pelomedusa subrufa,76CSF,species,,76CSF,
Chelonian (Testudines),Turtle,,,Hilaire’s sideneck turtule,,,Hilaire’s sideneck turtule  ,Phrynops hilarii,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Phrynops,,hilarii,,,,Chelonian (Testudines) > Turtle,Phrynops > hilarii,"Hilaire’s sideneck turtule
 > Phrynops hilarii",CHTUR,,,,,,,,,,83,phrynops hilarii,4GWNT,species,,4GWNT,
Chelonian (Testudines),Turtle,,,Big headed turtle,,,Big headed turtle  ,Platysternon megacephalum,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Platysternon,,megacephalum,,,,Chelonian (Testudines) > Turtle,Platysternon > megacephalum,"Big headed turtle
 > Platysternon megacephalum",CHTUR,,,,,,,,,,84,platysternon megacephalum,4JZ39,species,,4JZ39,
Chelonian (Testudines),Turtle,,,yellow spotted river Turtle,,,yellow spotted river Turtle  ,Podocnemis unifilis,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Podocnemis,,unifilis,,,,Chelonian (Testudines) > Turtle,Podocnemis > unifilis,"yellow spotted river Turtle
 > Podocnemis unifilis",CHTUR,,,,,,,,,,85,podocnemis unifilis,4KQGF,species,,4KQGF,
Chelonian (Testudines),Turtle,,,River cooter,,,River cooter  ,Pseudemys concinna,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Pseudemys,,concinna,,,,Chelonian (Testudines) > Turtle,Pseudemys > concinna,"River cooter
 > Pseudemys concinna",CHTUR,,,,,,,,,,86,pseudemys concinna,4NM9N,species,,4NM9N,
Chelonian (Testudines),Turtle,,,Eastern Painted turtle,,,Eastern Painted turtle  ,Pseudemys peninsularis,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Pseudemys,,peninsularis,,,,Chelonian (Testudines) > Turtle,Pseudemys > peninsularis,"Eastern Painted turtle
 > Pseudemys peninsularis",CHTUR,,,,,,,,,,87,pseudemys peninsularis,78CBH,species,,78CBH,
Chelonian (Testudines),Turtle,,,Peninsula Cooter Turtle,,,Peninsula Cooter Turtle  ,Pseudemys peninsularis,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Pseudemys,,peninsularis,,,,Chelonian (Testudines) > Turtle,Pseudemys > peninsularis,"Peninsula Cooter Turtle
 > Pseudemys peninsularis",CHTUR,,,,,,,,,,88,pseudemys peninsularis,78CBH,species,,78CBH,
Chelonian (Testudines),Turtle,,,Northern redbelly Slider turtle,,,Northern redbelly Slider turtle  ,Pseudemys rubriventris,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Pseudemys,,rubriventris,,,,Chelonian (Testudines) > Turtle,Pseudemys > rubriventris,"Northern redbelly Slider turtle
 > Pseudemys rubriventris",CHTUR,,,,,,,,,,89,pseudemys rubriventris,78CBK,species,,78CBK,
Chelonian (Testudines),Turtle,,,Ornate Wood Turtle,,,Ornate Wood Turtle  ,Rhinoclemmys pulcherrima,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Rhinoclemmys,,pulcherrima,,,,Chelonian (Testudines) > Turtle,Rhinoclemmys > pulcherrima,"Ornate Wood Turtle
 > Rhinoclemmys pulcherrima",CHTUR,,,,,,,,,,90,rhinoclemmys pulcherrima,4S8B6,species,,4S8B6,
Chelonian (Testudines),Turtle,,,Neotropical wood turtle,,,Neotropical wood turtle  ,Rhinoclemmys sspp*,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Rhinoclemmys,,sspp*,,,,Chelonian (Testudines) > Turtle,Rhinoclemmys > sspp*,"Neotropical wood turtle
 > Rhinoclemmys sspp*",CHTUR,,,,,,,,,,91,rhinoclemmys sspp,78P2,Genus Matched. Species not found,rhinoclemmys sspp,78P2,
Chelonian (Testudines),Turtle,,,Four eyed turtle,,,Four eyed turtle  ,Sacalia quadriocellata,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Sacalia,,quadriocellata,,,,Chelonian (Testudines) > Turtle,Sacalia > quadriocellata,"Four eyed turtle
 > Sacalia quadriocellata",CHTUR,,,,,,,,,,92,sacalia quadriocellata,4TVYB,species,,4TVYB,
Chelonian (Testudines),Turtle,,,Razor back musk turtle,,,Razor back musk turtle  ,Sternotherus carinatus,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Sternotherus,,carinatus,,,,Chelonian (Testudines) > Turtle,Sternotherus > carinatus,"Razor back musk turtle
 > Sternotherus carinatus",CHTUR,,,,,,,,,,93,sternotherus carinatus,52FSR,species,,52FSR,
Chelonian (Testudines),Turtle,,,Common musk turtle,,,Common musk turtle  ,Sternotherus odoratus,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Sternotherus,,odoratus,,,,Chelonian (Testudines) > Turtle,Sternotherus > odoratus,"Common musk turtle
 > Sternotherus odoratus",CHTUR,,,,,,,,,,94,sternotherus odoratus,52FT3,species,,52FT3,
Chelonian (Testudines),Turtle,,,Eastern Box Turtle,,,Eastern Box Turtle  ,Terrapene carolina carolina,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Terrapene,,carolina,carolina,,,Chelonian (Testudines) > Turtle,"Terrapene > carolina > 
 > carolina","Eastern Box Turtle
 > Terrapene carolina carolina",CHTUR,,,,,,,,,,95,terrapene carolina carolina,7J4ZX,subspecies,,7J4ZX,
Chelonian (Testudines),Turtle,,,Gulf cost box turtle,,,Gulf cost box turtle  ,Terrapene carolina major,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Terrapene,,carolina,,,,Chelonian (Testudines) > Turtle,Terrapene > carolina,"Gulf cost box turtle
 > Terrapene carolina major",CHTUR,,,,,,,,,,96,terrapene carolina major,7J4ZW,subspecies,,7J4ZW,
Chelonian (Testudines),Turtle,,,Mexican box turtle,,,Mexican box turtle  ,Terrapene mexicana,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Terrapene,,mexicana,,,,Chelonian (Testudines) > Turtle,Terrapene > mexicana,"Mexican box turtle
 > Terrapene mexicana",CHTUR,,,,,,,,,,97,terrapene mexicana,55HWR,species,,55HWR,
Chelonian (Testudines),Turtle,,,Three toed Box Turtle,,,Three toed Box Turtle  ,Terrapene triunguis,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Terrapene,,triunguis,,,,Chelonian (Testudines) > Turtle,Terrapene > triunguis,"Three toed Box Turtle
 > Terrapene triunguis",CHTUR,,,,,,,,,,98,terrapene triunguis,6478B,Genus Matched. Species not found,terrapene triunguis,6478B,
Chelonian (Testudines),Turtle,,,Red Eared Slider,,,Red Eared Slider  ,Trachemys scripta elegans,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Trachemys,,scripta,,,,Chelonian (Testudines) > Turtle,Trachemys > scripta,"Red Eared Slider
 > Trachemys scripta elegans",CHTUR,,,,,,,,,,99,trachemys scripta elegans,5F8HQ,subspecies,,5F8HQ,
Chelonian (Testudines),Turtle,,,Yellow Bellied Slider turtle,,,Yellow Bellied Slider turtle  ,Trachemys scripta scripta,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Trachemys,,scripta,scripta,,,Chelonian (Testudines) > Turtle,"Trachemys > scripta > 
 > scripta","Yellow Bellied Slider turtle
 > Trachemys scripta scripta",CHTUR,,,,,,,,,,100,trachemys scripta scripta,5F8HR,subspecies,,5F8HR,
Chelonian (Testudines),Turtle,,,Meso-American Slider Turtle,,,Meso-American Slider Turtle  ,Trachemys venusta,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Trachemys,,venusta,,,,Chelonian (Testudines) > Turtle,Trachemys > venusta,"Meso-American Slider Turtle
 > Trachemys venusta",CHTUR,,,,,,,,,,101,trachemys venusta,7CLCL,species,,7CLCL,
Chelonian (Testudines),Turtle,,,Vietnam leaf turtule,,,Vietnam leaf turtule  ,Geoemyda spengleri,Gulf Coast box turtle,,Chordata,Reptilia,Testudines,,,,,,,,Geoemyda,,spengleri,,,,Chelonian (Testudines) > Turtle,Geoemyda > spengleri,"Vietnam leaf turtule
 > Geoemyda spengleri",CHTUR,,,,,,,,,,102,geoemyda spengleri,3FPPW,species,,3FPPW,
crocodilians,,,,American Alligator,,,American Alligator  ,Alligator mississippiensis,,,,,,,,,,,,,,,,,,,crocodilians >,>,"American Alligator
 > Alligator mississippiensis",CR,,,,,,,,,,103,alligator mississippiensis,BTRB,species,,BTRB,
crocodilians,,,,Chinese alligator,,,Chinese alligator  ,Alligator sinensis,,,,,,,,,,,,,,,,,,,crocodilians >,>,"Chinese alligator
 > Alligator sinensis",CR,,,,,,,,,,104,alligator sinensis,BTRF,species,,BTRF,
crocodilians,,,,Spectacled Caiman,,,Spectacled Caiman  ,Caiman crocodilus,,,,,,,,,,,,,,,,,,,crocodilians >,>,"Spectacled Caiman
 > Caiman crocodilus",CR,,,,,,,,,,105,caiman crocodilus,PBBP,species,,PBBP,
crocodilians,,,,Philippines Crocodile,,,Philippines Crocodile  ,Crocodylus mindorensis,,,,,,,,,,,,,,,,,,,crocodilians >,>,"Philippines Crocodile
 > Crocodylus mindorensis",CR,,,,,,,,,,106,crocodylus mindorensis,ZKNG,species,,ZKNG,
crocodilians,,,,Saltwater crocodile,,,Saltwater crocodile  ,Crocodylus porosus,,,,,,,,,,,,,,,,,,,crocodilians >,>,"Saltwater crocodile
 > Crocodylus porosus",CR,,,,,,,,,,107,crocodylus porosus,ZKNP,species,,ZKNP,
crocodilians,,,,Siamese Crocodile,,,Siamese Crocodile  ,Crocodylus siamensis,,,,,,,,,,,,,,,,,,,crocodilians >,>,"Siamese Crocodile
 > Crocodylus siamensis",CR,,,,,,,,,,108,crocodylus siamensis,ZKNS,species,,ZKNS,
crocodilians,,,,Indian Gharial,,,Indian Gharial  ,Gavialis gangeticus,,,,,,,,,,,,,,,,,,,crocodilians >,>,"Indian Gharial
 > Gavialis gangeticus",CR,,,,,,,,,,109,gavialis gangeticus,3FFQ3,species,,3FFQ3,
crocodilians,,,,West-African Dwarf crocodile,,,West-African Dwarf crocodile  ,Osteolaemus tetraspis,,,,,,,,,,,,,,,,,,,crocodilians >,>,"West-African Dwarf crocodile
 > Osteolaemus tetraspis",CR,,,,,,,,,,110,osteolaemus tetraspis,6TBCB,species,,6TBCB,
crocodilians,,,,Cuvier's Dwarf Caiman,,,Cuvier's Dwarf Caiman  ,Paleosuchus palpebrosus,,,,,,,,,,,,,,,,,,,crocodilians >,>,"Cuvier's Dwarf Caiman
 > Paleosuchus palpebrosus",CR,,,,,,,,,,111,paleosuchus palpebrosus,4C47J,species,,4C47J,
crocodilians,,,,False Gharial,,,False Gharial  ,Tomistoma schlegelii,,,,,,,,,,,,,,,,,,,crocodilians >,>,"False Gharial
 > Tomistoma schlegelii",CR,,,,,,,,,,112,tomistoma schlegelii,57D4X,species,,57D4X,
crocodilians,,,,African Dwarf Crocodile,,,African Dwarf Crocodile  ,,,,,,,,,,,,,,,,,,,,crocodilians >,>,"African Dwarf Crocodile
 >",CR,,,,,,,,,,113,,,name not found,,,
crocodilians,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,,name not found,,,
Lizard,Agama,,,Sailfin Dragon,Sailfin Lizard,,Sailfin Dragon Sailfin Lizard ,Hydrosaurus amboinensis,H.amboinensis,Animalia,Chordata,Reptilia,Squamata,,,,,Agamidae,Hydrosaurinae,,Hydrosaurus,,amboinensis,,,,Lizard > Agama,Hydrosaurus > amboinensis,"Sailfin Dragon
 > Hydrosaurus amboinensis",LIAGA,SLFIN,,,,,,,,,115,hydrosaurus amboinensis,6MLCW,species,,6MLCW,
Lizard,Agama,,,Philippine Sailfin Dragon,Philippine Sailfin Lizard,,Philippine Sailfin Dragon Philippine Sailfin Lizard ,Hydrosaurus pustulatus,H.pustulatus,Animalia,Chordata,Reptilia,Squamata,,,,,Agamidae,Hydrosaurinae,,Hydrosaurus,,pustulatus,,,,Lizard > Agama,Hydrosaurus > pustulatus,"Philippine Sailfin Dragon
 > Hydrosaurus pustulatus",LIAGA,PHSFN,,,,,,,,,116,hydrosaurus pustulatus,3N9VG,species,,3N9VG,
Lizard,Agama,,,Butterfly Agama,,,Butterfly Agama  ,Leiolepis sp*,,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Agamidae,Leiolepidinae,,Leiolepis,,sp*,,,,Lizard > Agama,Leiolepis > sp*,"Butterfly Agama
 > Leiolepis sp*",LIAGA,BTAGA,,,,,,,,,117,leiolepis sp,5BWY,Genus Matched. Species not found,leiolepis sp,5BWY,
Lizard,Agama,,,Bearded dragon,,,Bearded dragon  ,Pogona sp*,,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Agamidae,Amphibolurinae,,Pogona,,sp*,,,,Lizard > Agama,Pogona > sp*,"Bearded dragon
 > Pogona sp*",LIAGA,BDDRG,,,,,,,,,118,pogona sp,63NN8,Genus Matched. Species not found,pogona sp,63NN8,
Lizard,Agama,,,Ornate Uromastyx,,,Ornate Uromastyx  ,Uromastyx ornata,U ornata,Animalia,Chordata,Reptilia,Squamata,,,,,Agamidae,Hydrosaurinae,,Uromastyx,,ornata,,,,Lizard > Agama,Uromastyx > ornata,"Ornate Uromastyx
 > Uromastyx ornata",LIAGA,ORURO,,,,,,,,,119,uromastyx ornata,7DVYB,species,,7DVYB,
Lizard,Anguidae,,,European legless lizard, European glass lizard,sheltopusik,European legless lizard  European glass lizard sheltopusik,Pseudopus apodus,P. apodus,Animalia,Chordata,Reptilia,Squamata,,,,,,,,Pseudopus,,apodus,,,,Lizard > Anguidae,Pseudopus > apodus,"European legless lizard
 > Pseudopus apodus",LIANG,EULGL,,,,,,,,,120,pseudopus apodus,4P98Q,species,,4P98Q,
Lizard,Chameleon,,,Panther Chameleon,,,Panther Chameleon  ,Furcifer pardalis,,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Chamaeleonidae,,,Furcifer,,pardalis,,,,Lizard > Chameleon,Furcifer > pardalis,"Panther Chameleon
 > Furcifer pardalis",LICHA,PANCH,,,,,,,,,121,furcifer pardalis,6K4Y8,species,,6K4Y8,
Lizard,Cordylid,,,Armadillo Girdled Lizard,,,Armadillo Girdled Lizard  ,Ouroborus cataphractus,O.cataphractus,Animalia,Chordata,Reptilia,Squamata,,,,,Cordylidae,,,Ouroborus,,cataphractus,,,,Lizard > Cordylid,Ouroborus > cataphractus,"Armadillo Girdled Lizard
 > Ouroborus cataphractus",LICOR,ARMGR,,,,,,,,,122,ouroborus cataphractus,4B9F9,species,,4B9F9,
Lizard,Cordylid,,,Sungazer,giant girdled lizard,giant dragon lizard,Sungazer giant girdled lizard giant dragon lizard,Smaug giganteus,S. giganteus,Animalia,Chordata,Reptilia,Squamata,,,,,Cordylidae,,,Smaug,,giganteus,,,,Lizard > Cordylid,Smaug > giganteus,"Sungazer
 > Smaug giganteus",LICOR,SUNGZ,,,,,,,,,123,smaug giganteus,4XVBV,species,,4XVBV,
Lizard,Gecko,,,Knob-Tailed Gecko,,,Knob-Tailed Gecko  ,Nephrurus levis*,N.levis*,Animalia,Chordata,Reptilia,Squamata,,,,,Carphodactylidae,,,Nephrurus,,levis*,,,,Lizard > Gecko,Nephrurus > levis*,"Knob-Tailed Gecko
 > Nephrurus levis*",LIGEC,KNBGK,,,,,,,,,124,nephrurus levis,472RS,species,,472RS,
Lizard,Gecko,,,Crested Gecko,Eyelash Gecko,,Crested Gecko Eyelash Gecko ,Correlophus ciliatus,C.ciliatus,Animalia,Chordata,Reptilia,Squamata,,,,,Diplodactylidae,,,Correlophus,,ciliatus,,,,Lizard > Gecko,Correlophus > ciliatus,"Crested Gecko
 > Correlophus ciliatus",LIGEC,CREGK,,,,,,,,,125,correlophus ciliatus,YHKB,species,,YHKB,
